customer_id,customer_since,location,customer_type
C04220,2020-12-25,Merlo,individual
C02644,2022-05-30,Quilmes,individual
C00481,2023-09-01,San Justo,individual
C03628,2020-01-05,Morón,empresa
C00572,2025-09-09,Lanús,individual
C00050,2020-12-12,La Matanza,individual
C01945,2022-12-22,Tres de Febrero,individual
C03429,2024-04-08,Merlo,empresa
C02225,2022-11-28,Ituzaingó,individual
C00046,2020-01-16,San Justo,empresa
C00934,2021-12-24,Morón,individual
C04759,2021-06-22,Tres de Febrero,individual
C02445,2021-07-29,Lomas de Zamora,individual
C04921,2025-01-01,Morón,individual
C02673,2021-03-04,Lomas de Zamora,individual
C02777,2022-08-17,Quilmes,individual
C00018,2021-06-25,Avellaneda,individual
C00138,2023-08-18,Morón,individual
C03452,2025-10-22,La Matanza,individual
C04874,2023-11-01,San Justo,individual
C03970,2025-12-16,CABA,empresa
C01169,2020-04-16,Tres de Febrero,individual
C02182,2020-02-04,Ituzaingó,individual
C04998,2023-12-22,Tres de Febrero,individual
C04179,2022-03-24,Merlo,individual
C01248,2021-04-27,Merlo,individual
C04287,2024-03-30,La Matanza,individual
C01554,2022-08-17,Avellaneda,individual
C00545,2025-08-04,Lomas de Zamora,individual
C01085,2020-02-26,Lomas de Zamora,individual
C01110,2025-08-23,Quilmes,individual
C04657,2025-05-24,Merlo,individual
C03347,2024-09-14,Tres de Febrero,individual
C02379,2021-11-26,Morón,individual
C01339,2024-07-03,Lanús,individual
C03316,2023-03-05,Quilmes,individual
C04379,2024-07-25,La Matanza,individual
C00043,2025-10-14,Tres de Febrero,individual
C03861,2023-02-13,CABA,individual
C01364,2020-07-11,Morón,individual
C02096,2024-07-21,Lanús,individual
C02838,2020-08-03,Lanús,individual
C02264,2025-12-17,CABA,individual
C02312,2022-05-04,Quilmes,individual
C03194,2021-10-27,Tres de Febrero,empresa
C04595,2025-01-13,Tres de Febrero,individual
C00978,2025-10-10,Merlo,individual
C01302,2023-03-08,Lomas de Zamora,individual
C00465,2022-06-25,Ramos Mejía,individual
C03344,2023-12-19,Merlo,individual
C03080,2025-10-09,Ituzaingó,individual
C00604,2023-07-22,Quilmes,individual
C00069,2020-02-01,La Matanza,individual
C03514,2024-11-19,Ramos Mejía,empresa
C04707,2023-07-23,La Matanza,individual
C01090,2020-09-22,Lomas de Zamora,individual
C04597,2023-03-02,Ramos Mejía,individual
C02322,2020-02-12,Quilmes,individual
C03338,2020-08-06,Ramos Mejía,individual
C00770,2023-01-05,Lomas de Zamora,individual
C03060,2022-02-27,San Justo,individual
C02674,2025-05-06,Lanús,individual
C03562,2022-08-25,La Matanza,individual
C00403,2024-10-13,San Justo,individual
C02123,2022-01-19,Quilmes,individual
C01494,2022-05-01,Morón,individual
C03468,2021-08-06,Ramos Mejía,individual
C00075,2024-10-29,Merlo,individual
C03917,2020-11-14,Merlo,individual
C03101,2025-10-02,Lanús,individual
C03006,2024-09-03,Avellaneda,individual
C00020,2020-12-06,San Justo,individual
C01564,2022-04-18,Avellaneda,individual
C04803,2020-01-01,CABA,individual
C03969,2021-09-13,Ituzaingó,individual
C02111,2025-10-28,CABA,individual
C00117,2024-02-11,Morón,individual
C03576,2022-07-24,Quilmes,individual
C02781,2022-12-26,Quilmes,individual
C04351,2025-01-13,Quilmes,empresa
C01324,2024-02-23,Ramos Mejía,individual
C04206,2024-06-10,Lomas de Zamora,individual
C02377,2022-11-05,CABA,individual
C01638,2023-04-06,Lanús,individual
C00031,2023-02-13,Morón,individual
C04449,2024-05-06,Lomas de Zamora,individual
C04150,2024-03-19,Merlo,individual
C02426,2022-11-03,Tres de Febrero,empresa
C03489,2024-04-14,Morón,individual
C00344,2023-09-13,Merlo,individual
C02444,2023-04-08,Avellaneda,individual
C02727,2021-06-26,Lomas de Zamora,individual
C02278,2024-05-04,Ramos Mejía,individual
C03990,2020-11-15,Lomas de Zamora,individual
C03802,2025-03-25,Ramos Mejía,individual
C00155,2020-05-17,Lomas de Zamora,individual
C00144,2023-12-02,Merlo,individual
C01651,2023-03-18,Quilmes,individual
C04837,2022-11-12,Merlo,individual
C00192,2025-06-12,Quilmes,individual
C03882,2021-12-03,Lomas de Zamora,individual
C04696,2020-01-26,Lanús,empresa
C04442,2024-03-29,Avellaneda,individual
C04213,2020-08-16,Merlo,individual
C04760,2020-06-19,Avellaneda,individual
C04142,2020-02-07,San Justo,empresa
C01275,2022-11-15,CABA,individual
C03270,2021-05-30,Morón,individual
C04646,2023-03-23,Quilmes,individual
C04883,2023-05-06,Merlo,individual
C02698,2024-10-01,Avellaneda,individual
C00269,2021-07-22,Merlo,empresa
C01824,2020-02-28,Tres de Febrero,empresa
C04171,2021-05-29,Lanús,individual
C04374,2020-01-11,Quilmes,individual
C03539,2024-02-04,CABA,individual
C04927,2024-04-16,Avellaneda,empresa
C00742,2020-11-05,Tres de Febrero,individual
C02084,2020-06-05,Lanús,individual
C04996,2022-10-09,La Matanza,individual
C01053,2020-04-19,San Justo,individual
C01546,2020-01-11,San Justo,individual
C03391,2022-06-02,Ituzaingó,individual
C00133,2021-04-02,San Justo,individual
C02262,2024-02-28,Lanús,empresa
C02018,2024-07-16,Ituzaingó,individual
C02923,2022-01-06,Ramos Mejía,individual
C00760,2022-12-14,Lomas de Zamora,individual
C02959,2020-11-21,CABA,empresa
C03752,2020-08-05,Merlo,individual
C00067,2024-06-26,Lomas de Zamora,individual
C03568,2023-05-12,Morón,individual
C00122,2022-10-01,CABA,individual
C01608,2025-10-13,La Matanza,individual
C03308,2025-08-27,La Matanza,individual
C01443,2021-02-06,Merlo,individual
C04718,2024-04-19,Ramos Mejía,individual
C00957,2022-05-12,Quilmes,individual
C04782,2021-12-18,Ramos Mejía,empresa
C02724,2024-03-11,CABA,individual
C02364,2023-11-20,Merlo,empresa
C02770,2022-03-23,Lomas de Zamora,individual
C04724,2025-02-08,Tres de Febrero,individual
C03181,2021-09-01,Quilmes,individual
C01284,2020-03-06,Tres de Febrero,individual
C01610,2020-09-07,Lanús,individual
C02463,2024-01-22,San Justo,individual
C02867,2021-10-30,Morón,individual
C04929,2023-09-25,Merlo,individual
C01681,2023-09-12,Avellaneda,individual
C02174,2025-01-20,Avellaneda,individual
C00086,2022-03-06,Merlo,individual
C04459,2020-07-20,La Matanza,individual
C02697,2021-12-20,Lomas de Zamora,individual
C00811,2022-06-08,Avellaneda,individual
C00801,2024-06-10,CABA,individual
C00724,2020-06-04,Quilmes,individual
C02451,2023-07-09,CABA,individual
C02346,2021-09-22,Ramos Mejía,individual
C00624,2025-08-02,CABA,individual
C03550,2024-10-10,Ramos Mejía,individual
C00017,2022-02-04,La Matanza,individual
C04841,2022-11-19,Quilmes,individual
C01706,2023-06-11,Tres de Febrero,individual
C03673,2022-02-03,Ituzaingó,individual
C00912,2021-07-05,Morón,empresa
C04194,2025-02-13,Tres de Febrero,individual
C04912,2020-03-07,Lanús,individual
C03981,2023-06-14,Ramos Mejía,individual
C04109,2023-04-04,Morón,individual
C01879,2024-01-25,San Justo,individual
C02611,2024-01-25,Tres de Febrero,individual
C04560,2024-05-24,Morón,individual
C02699,2021-02-03,Tres de Febrero,individual
C02822,2021-08-08,San Justo,individual
C04641,2025-10-22,Ramos Mejía,individual
C00355,2021-08-20,Merlo,individual
C01825,2024-12-22,Lomas de Zamora,empresa
C04919,2024-03-20,Avellaneda,individual
C01745,2022-11-23,Ramos Mejía,individual
C01449,2024-08-12,Ramos Mejía,empresa
C03890,2020-05-02,La Matanza,individual
C00271,2024-09-29,CABA,individual
C00400,2021-02-10,CABA,individual
C04010,2022-09-07,Avellaneda,individual
C04766,2022-03-23,Lomas de Zamora,individual
C03085,2022-07-23,Tres de Febrero,individual
C04913,2020-05-27,CABA,individual
C02341,2022-11-27,Morón,individual
C03155,2025-08-25,Merlo,individual
C02890,2025-05-13,Tres de Febrero,individual
C04088,2024-02-05,Lanús,individual
C03858,2021-06-08,Lomas de Zamora,individual
C00709,2021-09-14,Morón,individual
C02016,2025-08-14,Merlo,empresa
C03506,2021-06-29,CABA,empresa
C01808,2024-11-11,Avellaneda,individual
C03365,2025-07-04,La Matanza,individual
C01036,2022-07-17,San Justo,individual
C03042,2020-07-31,Tres de Febrero,individual
C00052,2025-10-17,Tres de Febrero,individual
C04340,2023-07-22,CABA,individual
C03234,2023-01-24,Merlo,empresa
C01800,2023-11-21,Quilmes,individual
C03122,2022-10-08,Tres de Febrero,empresa
C02075,2021-06-19,Ramos Mejía,individual
C03028,2023-09-03,San Justo,individual
C00008,2022-02-09,La Matanza,individual
C04728,2024-12-14,Tres de Febrero,individual
C01750,2021-12-30,Merlo,empresa
C02542,2021-04-03,Tres de Febrero,individual
C03693,2025-02-21,Quilmes,individual
C04578,2024-05-16,Morón,empresa
C03158,2023-11-21,Avellaneda,individual
C00342,2022-07-15,Quilmes,individual
C01229,2021-10-31,San Justo,individual
C04740,2022-12-30,Tres de Febrero,individual
C01705,2024-12-16,Avellaneda,individual
C01819,2021-04-02,Tres de Febrero,individual
C04460,2023-01-11,Merlo,individual
C03939,2024-07-01,Merlo,empresa
C03626,2025-07-26,Quilmes,individual
C03848,2025-03-16,Ramos Mejía,individual
C03299,2025-05-23,Quilmes,individual
C03094,2022-09-08,Lanús,individual
C00723,2021-10-12,Lanús,empresa
C00935,2022-02-10,Tres de Febrero,individual
C00788,2020-11-16,San Justo,individual
C04129,2022-01-25,Quilmes,individual
C01532,2023-10-24,Morón,individual
C04140,2024-12-18,Lomas de Zamora,individual
C03340,2020-03-06,Quilmes,individual
C02729,2022-10-28,La Matanza,individual
C03205,2020-07-19,Tres de Febrero,individual
C02624,2024-08-29,Avellaneda,individual
C01645,2023-12-02,Tres de Febrero,empresa
C04312,2020-01-02,Ramos Mejía,individual
C02538,2024-01-10,Tres de Febrero,individual
C03421,2025-07-29,Lomas de Zamora,individual
C03516,2025-07-03,Tres de Febrero,individual
C03760,2021-10-05,Tres de Febrero,individual
C03545,2024-03-07,Avellaneda,individual
C04789,2022-01-18,Avellaneda,individual
C03887,2021-01-05,Ituzaingó,individual
C03980,2023-06-04,Ramos Mejía,individual
C04309,2024-06-25,Ituzaingó,individual
C03290,2021-06-15,La Matanza,individual
C02527,2022-07-04,San Justo,individual
C01483,2023-12-25,Quilmes,individual
C01909,2020-09-17,San Justo,individual
C00296,2025-12-20,Lomas de Zamora,individual
C03154,2023-07-24,Merlo,individual
C04064,2022-06-10,Ramos Mejía,individual
C03120,2024-11-02,Lomas de Zamora,individual
C02193,2021-02-01,Quilmes,individual
C02063,2023-07-28,Lomas de Zamora,individual
C04388,2022-04-07,Ramos Mejía,individual
C00068,2020-01-07,Lanús,individual
C00040,2023-02-20,Avellaneda,individual
C01367,2022-02-05,Ituzaingó,individual
C00910,2022-02-06,Lomas de Zamora,individual
C02868,2024-07-06,Tres de Febrero,individual
C03534,2025-10-02,San Justo,individual
C00712,2023-01-01,Lanús,individual
C02110,2025-03-24,Tres de Febrero,individual
C00166,2022-01-26,Merlo,individual
C04423,2024-08-27,San Justo,individual
C00379,2021-03-25,Merlo,individual
C01086,2020-11-23,Lomas de Zamora,empresa
C02120,2023-03-15,Ramos Mejía,individual
C03052,2020-10-20,Lomas de Zamora,empresa
C03832,2024-07-27,Quilmes,individual
C01325,2022-04-30,Lanús,individual
C00439,2024-11-13,Lanús,individual
C03773,2024-12-15,Morón,individual
C03697,2023-05-28,Quilmes,individual
C00664,2020-03-24,Ituzaingó,individual
C04121,2025-12-22,Quilmes,individual
C00564,2022-03-14,San Justo,empresa
C00789,2024-02-08,Quilmes,individual
C00493,2022-08-17,Ramos Mejía,empresa
C01614,2025-12-21,Avellaneda,individual
C03117,2024-04-02,Morón,individual
C00351,2022-12-24,CABA,individual
C00413,2023-03-01,Ramos Mejía,individual
C02992,2023-04-20,Lanús,individual
C01162,2021-05-28,CABA,empresa
C00207,2022-08-14,La Matanza,individual
C03203,2020-10-07,San Justo,individual
C03251,2023-11-07,Ramos Mejía,individual
C03175,2024-07-21,Lanús,individual
C01896,2021-01-24,Lomas de Zamora,individual
C01867,2025-05-16,CABA,individual
C03141,2023-11-23,Morón,individual
C01051,2024-10-25,San Justo,individual
C04395,2022-10-08,Ramos Mejía,individual
C00873,2021-06-11,Merlo,individual
C00078,2020-04-01,La Matanza,individual
C03395,2024-07-21,Lanús,individual
C04155,2020-02-20,Ramos Mejía,empresa
C01407,2025-08-25,Lanús,individual
C00988,2020-01-23,CABA,individual
C02927,2021-08-11,Merlo,individual
C01471,2021-05-25,Avellaneda,individual
C04546,2021-03-31,Merlo,individual
C01855,2021-10-25,Lanús,individual
C01399,2021-05-30,Lanús,individual
C04529,2022-05-10,Tres de Febrero,individual
C03014,2023-05-02,Ramos Mejía,individual
C04417,2025-01-03,Lanús,individual
C01899,2023-09-07,Ituzaingó,individual
C02504,2021-06-23,Tres de Febrero,individual
C00306,2022-07-28,Lomas de Zamora,individual
C04605,2022-10-25,Ramos Mejía,individual
C01673,2022-05-06,Avellaneda,individual
C04285,2025-05-23,CABA,individual
C03457,2023-10-22,Lanús,individual
C03853,2025-10-24,La Matanza,empresa
C04510,2025-04-26,Ituzaingó,individual
C03293,2024-10-02,Ramos Mejía,empresa
C04747,2021-07-29,Tres de Febrero,individual
C00673,2025-08-23,San Justo,individual
C03213,2022-10-15,Lomas de Zamora,individual
C04026,2024-01-19,Ituzaingó,individual
C00137,2021-06-10,Avellaneda,individual
C04596,2023-10-11,Lanús,individual
C00457,2024-08-09,La Matanza,individual
C01413,2023-03-21,Tres de Febrero,individual
C04694,2023-10-11,Ramos Mejía,individual
C00179,2020-02-03,Tres de Febrero,individual
C01708,2023-12-20,CABA,individual
C03603,2020-07-20,Tres de Febrero,individual
C03507,2022-09-03,CABA,individual
C03215,2023-02-16,Lanús,individual
C02350,2020-01-01,Ituzaingó,individual
C02874,2023-06-29,La Matanza,individual
C01702,2025-05-01,CABA,individual
C01984,2022-04-15,San Justo,individual
C01067,2020-06-03,Ramos Mejía,individual
C00302,2021-10-03,Merlo,individual
C03669,2023-04-09,Avellaneda,individual
C03676,2022-03-27,Lomas de Zamora,individual
C02342,2025-06-28,Morón,individual
C01772,2020-05-09,Merlo,empresa
C03696,2023-02-12,Ituzaingó,empresa
C00022,2025-02-15,Ramos Mejía,individual
C01603,2024-07-17,Ituzaingó,empresa
C04320,2021-07-31,Morón,individual
C02816,2023-07-28,Ituzaingó,individual
C04539,2025-04-30,Ramos Mejía,empresa
C01607,2024-01-22,CABA,empresa
C04814,2024-07-05,Quilmes,individual
C00721,2023-07-09,Tres de Febrero,individual
C02563,2020-01-09,Morón,individual
C03118,2020-08-09,Ituzaingó,empresa
C04788,2024-04-26,Lanús,empresa
C00430,2023-01-27,San Justo,individual
C00189,2023-07-05,Ituzaingó,empresa
C02101,2025-05-10,Ituzaingó,individual
C04666,2021-12-05,San Justo,individual
C04616,2024-10-05,San Justo,individual
C03913,2022-07-07,Quilmes,individual
C00528,2022-03-24,Avellaneda,empresa
C00915,2024-03-28,San Justo,individual
C01762,2023-10-23,Ituzaingó,individual
C04147,2024-10-23,Avellaneda,individual
C00590,2025-01-07,Ituzaingó,individual
C02827,2022-05-08,Lanús,individual
C01255,2020-08-15,Avellaneda,individual
C02928,2021-05-25,CABA,individual
C02622,2020-07-02,Avellaneda,individual
C02129,2025-11-12,Ramos Mejía,empresa
C00674,2025-07-01,Ituzaingó,individual
C03034,2021-06-21,CABA,individual
C01457,2023-10-09,Quilmes,individual
C02158,2022-02-04,Merlo,empresa
C03857,2020-08-27,Morón,individual
C01975,2024-07-05,Ramos Mejía,empresa
C01024,2021-01-22,Lanús,individual
C00588,2023-12-07,Lomas de Zamora,individual
C02573,2021-09-21,Tres de Febrero,individual
C00826,2022-10-28,Morón,individual
C04319,2020-11-23,Morón,individual
C01844,2022-11-19,Lanús,individual
C02196,2021-06-30,Merlo,individual
C00560,2023-02-08,Morón,individual
C04267,2020-01-06,Lanús,individual
C04203,2025-03-23,Merlo,individual
C01991,2025-01-12,Avellaneda,individual
C01385,2023-05-25,La Matanza,individual
C03456,2024-11-05,Avellaneda,individual
C00683,2020-08-07,Lomas de Zamora,individual
C03986,2024-08-02,CABA,individual
C03062,2020-02-22,CABA,individual
C03206,2021-10-13,CABA,individual
C02793,2023-01-02,Avellaneda,individual
C00206,2025-09-12,CABA,individual
C00692,2022-03-03,Ramos Mejía,individual
C04939,2022-04-11,Avellaneda,individual
C00220,2021-05-19,Tres de Febrero,individual
C04566,2022-07-05,Lomas de Zamora,individual
C03595,2024-11-04,Lanús,individual
C02513,2021-01-09,Lomas de Zamora,individual
C01491,2023-07-17,Morón,individual
C04828,2023-08-23,Ituzaingó,individual
C01536,2020-12-14,La Matanza,individual
C04263,2020-03-06,Tres de Febrero,individual
C00281,2021-05-16,Merlo,empresa
C04725,2025-03-17,San Justo,individual
C04255,2025-08-22,Lomas de Zamora,empresa
C00339,2023-03-05,Tres de Febrero,individual
C04007,2023-01-02,La Matanza,empresa
C04341,2025-01-14,Merlo,individual
C00147,2022-07-26,Ituzaingó,individual
C02072,2025-03-14,CABA,individual
C03943,2020-07-19,San Justo,individual
C03260,2020-03-27,San Justo,individual
C02127,2024-04-01,Avellaneda,individual
C00363,2025-02-12,Morón,individual
C01058,2024-07-25,Avellaneda,individual
C04862,2024-04-24,San Justo,individual
C00159,2024-09-14,CABA,individual
C03778,2021-02-10,Merlo,individual
C02807,2021-10-17,Morón,individual
C03084,2025-09-17,Tres de Febrero,individual
C00540,2020-03-11,CABA,individual
C02236,2023-07-31,La Matanza,individual
C01340,2024-01-10,Lomas de Zamora,individual
C03714,2025-11-19,Quilmes,individual
C03279,2021-07-29,Lanús,individual
C01823,2023-12-05,Lomas de Zamora,individual
C01465,2025-04-04,Quilmes,individual
C01281,2023-09-19,Ramos Mejía,individual
C00292,2020-11-09,La Matanza,empresa
C03854,2025-12-17,CABA,individual
C00994,2022-08-10,CABA,individual
C01077,2022-10-17,Avellaneda,individual
C03363,2022-05-19,Merlo,individual
C02872,2023-10-28,Avellaneda,individual
C01279,2024-04-12,Lanús,empresa
C03819,2024-05-30,CABA,individual
C03280,2024-04-14,Avellaneda,individual
C02327,2024-07-21,Lanús,individual
C02159,2022-05-03,Tres de Febrero,individual
C03682,2020-12-12,La Matanza,individual
C03941,2023-05-16,La Matanza,individual
C04178,2022-04-16,Ramos Mejía,individual
C01657,2021-12-05,Merlo,individual
C00652,2025-03-24,CABA,empresa
C03382,2022-12-12,Ramos Mejía,empresa
C01595,2020-01-05,Quilmes,individual
C00837,2024-07-06,Ituzaingó,empresa
C02646,2024-09-02,Lanús,empresa
C00998,2024-07-31,Quilmes,individual
C00201,2025-05-08,Quilmes,individual
C02489,2023-10-21,Avellaneda,individual
C00704,2020-05-28,Morón,empresa
C02252,2025-09-16,Tres de Febrero,individual
C03685,2022-03-11,Tres de Febrero,empresa
C02462,2025-08-14,Avellaneda,individual
C03249,2024-12-19,Merlo,individual
C03277,2021-03-14,La Matanza,empresa
C04784,2024-05-01,Tres de Febrero,individual
C00033,2021-01-03,Lomas de Zamora,empresa
C00427,2021-11-22,Merlo,individual
C02407,2023-10-19,Ramos Mejía,individual
C01757,2021-07-20,Avellaneda,individual
C03739,2021-09-22,Merlo,individual
C01257,2020-04-09,Avellaneda,individual
C00641,2025-11-13,Lanús,individual
C01876,2023-02-11,CABA,individual
C00658,2025-10-13,Quilmes,individual
C03402,2023-08-24,Avellaneda,individual
C00603,2020-02-20,Avellaneda,individual
C00589,2023-04-21,Lomas de Zamora,individual
C00518,2022-10-29,CABA,individual
C03575,2021-07-10,CABA,individual
C00542,2022-06-08,Merlo,individual
C03721,2024-09-30,Tres de Febrero,individual
C02131,2021-02-28,San Justo,individual
C03396,2025-11-29,Lanús,individual
C03517,2023-09-09,Tres de Febrero,individual
C04829,2021-10-14,Lanús,individual
C04680,2025-03-12,La Matanza,individual
C00700,2020-09-10,Ituzaingó,individual
C04323,2020-07-17,San Justo,individual
C01715,2020-07-05,Quilmes,individual
C02896,2023-11-03,Avellaneda,individual
C00266,2024-06-11,Merlo,individual
C03248,2022-09-11,Lomas de Zamora,empresa
C03159,2022-11-18,Quilmes,individual
C02083,2020-02-26,La Matanza,individual
C00149,2022-02-12,Morón,individual
C03736,2023-04-24,CABA,individual
C01804,2021-03-27,CABA,individual
C02986,2020-10-20,La Matanza,individual
C03188,2024-12-18,Morón,individual
C02231,2022-04-17,Tres de Febrero,empresa
C00958,2025-07-04,La Matanza,individual
C03830,2021-03-13,Tres de Febrero,individual
C00071,2022-03-22,San Justo,empresa
C02435,2023-07-21,San Justo,individual
C04651,2025-10-31,Lanús,individual
C04157,2020-01-11,La Matanza,individual
C04524,2022-02-15,Avellaneda,individual
C01617,2021-08-08,Morón,individual
C04816,2025-09-12,Lanús,individual
C01544,2022-02-09,Morón,individual
C03473,2024-04-25,Ituzaingó,empresa
C04618,2020-06-17,La Matanza,individual
C02553,2022-04-16,Tres de Febrero,individual
C00506,2020-02-26,Avellaneda,individual
C04611,2025-10-25,La Matanza,individual
C02763,2022-12-29,Avellaneda,individual
C03787,2021-02-26,Morón,individual
C00317,2024-01-23,CABA,individual
C04023,2025-08-22,Morón,individual
C04727,2025-11-01,Lomas de Zamora,individual
C04123,2022-04-01,Ramos Mejía,individual
C02106,2022-05-06,Morón,individual
C02213,2022-07-18,San Justo,individual
C04558,2024-01-06,San Justo,individual
C04215,2024-02-23,Merlo,individual
C00848,2023-10-21,La Matanza,individual
C04489,2024-07-08,Avellaneda,empresa
C02967,2024-08-20,Morón,individual
C01439,2021-08-05,Morón,individual
C03856,2022-07-06,Morón,individual
C02735,2022-01-23,CABA,individual
C01731,2020-06-09,Merlo,individual
C03087,2021-02-22,Quilmes,individual
C04224,2022-11-26,La Matanza,empresa
C02913,2025-11-13,Lomas de Zamora,individual
C04570,2021-09-29,Quilmes,individual
C01191,2020-01-24,Lanús,individual
C01627,2023-08-10,Lomas de Zamora,empresa
C01211,2021-10-15,Merlo,empresa
C02310,2023-05-28,San Justo,individual
C02820,2020-09-24,Quilmes,individual
C02416,2025-07-25,Merlo,individual
C01116,2025-10-10,Avellaneda,individual
C04764,2024-01-27,San Justo,individual
C03813,2023-01-04,Lanús,individual
C01444,2020-10-13,San Justo,individual
C01718,2022-04-19,CABA,individual
C04421,2020-10-06,Tres de Febrero,individual
C02429,2022-07-26,La Matanza,individual
C04279,2021-03-28,Avellaneda,individual
C03679,2023-04-07,Lomas de Zamora,individual
C01373,2021-12-22,CABA,individual
C04348,2025-06-01,Lomas de Zamora,individual
C03788,2023-07-10,Ituzaingó,empresa
C04403,2024-08-09,Lanús,individual
C00084,2024-05-02,Ramos Mejía,individual
C04934,2023-08-04,La Matanza,individual
C00437,2022-03-02,Avellaneda,individual
C02999,2022-08-30,Lanús,empresa
C03016,2020-11-14,San Justo,individual
C01967,2023-11-10,Merlo,individual
C02345,2020-08-29,Quilmes,individual
C03007,2024-05-24,Lanús,individual
C01516,2022-01-28,Morón,individual
C00492,2021-07-09,Ramos Mejía,individual
C03795,2022-09-03,Avellaneda,individual
C02969,2024-04-24,Tres de Febrero,individual
C00181,2022-10-21,CABA,individual
C02479,2024-07-08,La Matanza,individual
C04851,2023-12-18,Ramos Mejía,individual
C03216,2024-03-26,CABA,individual
C00567,2025-05-29,Ituzaingó,empresa
C00761,2020-12-13,Tres de Febrero,individual
C04583,2025-09-19,La Matanza,individual
C00251,2020-12-28,Quilmes,individual
C04311,2025-08-31,La Matanza,empresa
C04438,2025-08-12,Quilmes,individual
C01760,2022-12-26,Lanús,individual
C01578,2020-10-24,Quilmes,empresa
C04238,2024-05-18,Avellaneda,individual
C00182,2024-12-25,Ramos Mejía,individual
C02093,2021-09-25,Merlo,individual
C00057,2022-06-16,CABA,individual
C03012,2024-03-04,Lanús,individual
C02955,2021-07-10,Morón,individual
C03505,2021-10-01,Lanús,individual
C03777,2023-09-13,Ituzaingó,individual
C04214,2020-12-09,San Justo,empresa
C04545,2020-12-10,CABA,individual
C00679,2020-04-01,La Matanza,individual
C03288,2023-07-14,Morón,empresa
C03526,2023-08-28,Ramos Mejía,individual
C04262,2022-08-12,CABA,empresa
C04752,2023-03-10,Tres de Febrero,individual
C02495,2020-09-18,Lomas de Zamora,individual
C02848,2025-05-24,La Matanza,individual
C03618,2024-11-22,Lomas de Zamora,individual
C04900,2022-06-03,La Matanza,individual
C03905,2025-10-05,Lomas de Zamora,individual
C02518,2024-05-24,Lanús,individual
C03254,2024-11-06,Tres de Febrero,individual
C02095,2024-12-28,Lomas de Zamora,individual
C04219,2021-09-26,San Justo,individual
C04709,2020-01-24,Ituzaingó,empresa
C01062,2020-08-19,Ramos Mejía,individual
C00836,2024-09-28,Tres de Febrero,individual
C01015,2021-04-21,La Matanza,individual
C03164,2020-12-09,Ituzaingó,individual
C01289,2023-02-13,Lanús,individual
C03743,2020-02-16,Avellaneda,individual
C01352,2024-05-25,Merlo,empresa
C02973,2020-09-12,Ituzaingó,individual
C03559,2021-03-17,Lomas de Zamora,empresa
C02439,2021-04-21,Avellaneda,empresa
C00730,2021-10-13,Tres de Febrero,empresa
C02107,2021-11-03,Lanús,individual
C00746,2024-03-27,La Matanza,individual
C03081,2024-04-09,Avellaneda,individual
C03779,2022-09-09,Ituzaingó,individual
C02997,2022-04-07,Ramos Mejía,individual
C04045,2025-09-05,Merlo,empresa
C02668,2021-06-13,Avellaneda,individual
C02163,2024-01-13,Lomas de Zamora,individual
C03237,2022-06-13,La Matanza,individual
C01822,2023-12-29,Avellaneda,individual
C04119,2021-10-01,CABA,individual
C04859,2024-10-27,Avellaneda,empresa
C04035,2024-03-03,Lomas de Zamora,individual
C01210,2024-03-03,Ramos Mejía,individual
C00995,2023-09-21,Lomas de Zamora,individual
C04162,2020-12-03,Lanús,individual
C00864,2024-12-21,Lomas de Zamora,individual
C00397,2021-03-18,CABA,empresa
C02238,2023-08-18,Morón,individual
C00245,2022-08-24,Merlo,individual
C04476,2023-05-31,Quilmes,individual
C03174,2021-02-18,Avellaneda,individual
C03197,2020-12-02,Lomas de Zamora,individual
C04889,2022-03-06,San Justo,individual
C04871,2021-03-27,Lomas de Zamora,individual
C04077,2020-03-17,Lomas de Zamora,individual
C04074,2020-11-25,Quilmes,individual
C01469,2023-12-06,Ramos Mejía,individual
C00278,2025-07-11,Lanús,empresa
C01884,2024-08-16,San Justo,individual
C01013,2023-05-09,Merlo,individual
C02115,2020-12-18,Lanús,empresa
C01613,2020-12-13,La Matanza,individual
C00792,2020-01-26,Lomas de Zamora,individual
C02546,2024-05-23,Quilmes,individual
C03566,2020-10-17,Quilmes,individual
C04282,2023-05-07,Morón,individual
C03817,2022-03-15,Tres de Febrero,individual
C03865,2021-12-26,Ramos Mejía,individual
C03104,2023-07-14,CABA,empresa
C04101,2023-11-26,Merlo,individual
C03176,2022-07-25,Morón,individual
C04895,2023-11-20,Avellaneda,individual
C04914,2024-11-02,Ituzaingó,individual
C01781,2022-02-14,Quilmes,individual
C03691,2022-10-29,La Matanza,individual
C04304,2025-05-04,Tres de Febrero,empresa
C02894,2024-01-04,La Matanza,individual
C03253,2025-11-11,Tres de Febrero,individual
C02022,2024-09-18,San Justo,individual
C03360,2021-10-19,Tres de Febrero,individual
C03275,2023-12-03,Ramos Mejía,empresa
C04580,2022-09-04,Lanús,individual
C02105,2020-05-25,CABA,individual
C00193,2020-01-08,San Justo,individual
C01068,2024-11-23,San Justo,individual
C00226,2023-08-16,Morón,individual
C02523,2022-01-04,Lomas de Zamora,individual
C02058,2020-10-24,Quilmes,individual
C00713,2022-08-13,Morón,empresa
C02981,2022-03-10,Quilmes,individual
C03842,2024-12-12,Merlo,individual
C01602,2021-01-19,Merlo,individual
