transaction_id,customer_id,product_id,date,quantity,unit_price,discount,total_amount,product_category,channel,payment_method
T00022583,C04579,P0262,2024-07-03,1,130497,21289.4,109207.6,service,concesionario,efectivo
T00022584,C02594,P0238,2024-07-03,1,68868,218.84,68649.16,service,online,financiacion
T00022585,C04694,P0121,2024-07-03,3,192453,132357.89,445001.11,repuesto,concesionario,efectivo
T00022586,C00618,P0196,2024-07-03,1,137271,2033.25,135237.75,service,online,financiacion
T00022587,C00901,P0024,2024-07-03,1,36982,4933.31,32048.69,service,online,tarjeta
T00022588,C04610,P0113,2024-07-03,1,465486,50017.01,415468.99,reparacion,online,transferencia
T00022589,C00243,P0289,2024-07-03,1,362905,21933.09,340971.91,reparacion,concesionario,financiacion
T00022590,C00706,P0217,2024-07-03,1,406462,98298.72,308163.28,reparacion,online,tarjeta
T00022591,C04235,P0284,2024-07-03,1,421944,80846.34,341097.66,reparacion,telefono,efectivo
T00022592,C04576,P0044,2024-07-03,1,23592,3528.08,20063.92,service,concesionario,transferencia
T00022593,C03283,P0021,2024-07-03,2,20633,9965.33,31300.67,repuesto,online,efectivo
T00022594,C03726,P0148,2024-07-03,5,153788,135401.15,633538.85,repuesto,concesionario,transferencia
T00022595,C00924,P0038,2024-07-03,1,128672,11798.97,116873.03,service,online,financiacion
T00022596,C01600,P0108,2024-07-03,1,123288,16138.87,107149.13,repuesto,telefono,financiacion
T00022597,C00726,P0259,2024-07-03,1,137233,20942.08,116290.92,service,concesionario,transferencia
T00022598,C00766,P0105,2024-07-03,1,131023,21413.51,109609.49,service,concesionario,transferencia
T00022599,C04490,P0188,2024-07-03,1,42914,5715.89,37198.11,service,concesionario,financiacion
T00022600,C02176,P0050,2024-07-03,1,85508,14144.49,71363.51,service,concesionario,efectivo
T00022601,C00420,P0004,2024-07-03,5,144607,36839.6,686195.4,repuesto,telefono,tarjeta
T00022602,C02941,P0206,2024-07-03,1,45882,3038.04,42843.96,service,online,efectivo
T00022603,C00668,P0239,2024-07-03,1,60746,7547.16,53198.84,service,concesionario,tarjeta
T00022604,C03456,P0020,2024-07-03,1,161509,30858.22,130650.78,reparacion,telefono,transferencia
T00022605,C02064,P0031,2024-07-03,3,51344,24874.87,129157.13,repuesto,online,efectivo
T00022606,C02529,P0054,2024-07-03,3,11891,7747.14,27925.86,repuesto,telefono,tarjeta
T00022607,C02332,P0264,2024-07-03,1,78012,17763.44,60248.56,reparacion,concesionario,tarjeta
T00022608,C01048,P0095,2024-07-03,1,199416,30857.82,168558.18,repuesto,online,efectivo
T00022609,C02347,P0077,2024-07-03,2,182316,21322.82,343309.18,repuesto,concesionario,tarjeta
T00022610,C04842,P0014,2024-07-03,1,42647368,9362644.3,33284723.7,auto,concesionario,efectivo
T00022611,C04408,P0112,2024-07-03,1,138792,23560.12,115231.88,service,telefono,financiacion
T00022612,C02075,P0208,2024-07-03,1,92094,16903.77,75190.23,service,online,efectivo
T00022613,C00469,P0205,2024-07-03,1,44013,9746.58,34266.42,service,concesionario,efectivo
T00022614,C02006,P0247,2024-07-03,1,108971,20550.62,88420.38,service,online,financiacion
T00022615,C01992,P0060,2024-07-04,1,100866,22783.44,78082.56,service,online,efectivo
T00022616,C00911,P0292,2024-07-04,1,100961,3897.56,97063.44,repuesto,telefono,efectivo
T00022617,C03367,P0103,2024-07-04,1,60435,9725.78,50709.22,service,telefono,financiacion
T00022618,C03160,P0073,2024-07-04,1,253989,809.23,253179.77,reparacion,online,tarjeta
T00022619,C02602,P0288,2024-07-04,1,476516,20022.01,456493.99,reparacion,concesionario,efectivo
T00022620,C00893,P0094,2024-07-04,1,37343,876.18,36466.82,service,online,financiacion
T00022621,C04736,P0193,2024-07-04,3,102346,72900.11,234137.89,repuesto,telefono,efectivo
T00022622,C04288,P0140,2024-07-04,1,24031,5367.73,18663.27,service,concesionario,financiacion
T00022623,C02003,P0251,2024-07-04,1,56290,215.89,56074.11,repuesto,online,transferencia
T00022624,C00206,P0206,2024-07-04,3,76376,33624.82,195503.18,repuesto,telefono,financiacion
T00022625,C04314,P0255,2024-07-04,1,318926,63719.37,255206.63,reparacion,telefono,tarjeta
T00022626,C04775,P0100,2024-07-04,1,58770,2172.01,56597.99,service,telefono,tarjeta
T00022627,C00282,P0102,2024-07-04,2,18546,2159.28,34932.72,repuesto,telefono,financiacion
T00022628,C04378,P0284,2024-07-04,1,23456,2923.07,20532.93,service,online,efectivo
T00022629,C04247,P0216,2024-07-04,1,33644,4390.52,29253.48,repuesto,telefono,tarjeta
T00022630,C02474,P0129,2024-07-04,1,96481,16949.82,79531.18,service,telefono,transferencia
T00022631,C00528,P0258,2024-07-04,4,164226,22990.1,633913.9,repuesto,concesionario,tarjeta
T00022632,C04130,P0188,2024-07-04,4,67455,8220.22,261599.78,repuesto,telefono,transferencia
T00022633,C00814,P0021,2024-07-04,1,223437,26638.7,196798.3,reparacion,online,transferencia
T00022634,C03441,P0141,2024-07-04,1,155633,38000.18,117632.82,reparacion,telefono,financiacion
T00022635,C02126,P0152,2024-07-04,1,131227,18618.47,112608.53,service,telefono,tarjeta
T00022636,C04281,P0221,2024-07-04,1,108202,19500.4,88701.6,service,concesionario,efectivo
T00022637,C02859,P0032,2024-07-04,1,35975,1078.56,34896.44,service,concesionario,tarjeta
T00022638,C03033,P0033,2024-07-04,1,56292,7069.73,49222.27,service,online,efectivo
T00022639,C00401,P0002,2024-07-04,1,472154,93281.29,378872.71,reparacion,concesionario,financiacion
T00022640,C00759,P0102,2024-07-04,1,30351,606.88,29744.12,service,concesionario,efectivo
T00022641,C01257,P0090,2024-07-04,1,41808699,6295823.72,35512875.28,auto,telefono,tarjeta
T00022642,C00522,P0239,2024-07-04,1,334749,43137.14,291611.86,reparacion,concesionario,financiacion
T00022643,C03776,P0108,2024-07-04,2,139431,67798.36,211063.64,repuesto,telefono,transferencia
T00022644,C02682,P0077,2024-07-04,3,106098,78384.9,239909.1,repuesto,concesionario,financiacion
T00022645,C02963,P0293,2024-07-04,1,61914,2574.78,59339.22,service,telefono,efectivo
T00022646,C03440,P0176,2024-07-04,1,50076,12335.99,37740.01,service,concesionario,tarjeta
T00022647,C01205,P0032,2024-07-04,3,131971,20523.01,375389.99,repuesto,telefono,transferencia
T00022648,C00944,P0143,2024-07-04,1,69959,10082.95,59876.05,service,concesionario,transferencia
T00022649,C04107,P0082,2024-07-05,5,36375,2452.55,179422.45,repuesto,online,tarjeta
T00022650,C04424,P0259,2024-07-05,1,324828,16531.13,308296.87,reparacion,online,efectivo
T00022651,C01226,P0072,2024-07-05,1,340566,74113.26,266452.74,reparacion,online,transferencia
T00022652,C04809,P0153,2024-07-05,1,42743396,4200565.99,38542830.01,auto,telefono,tarjeta
T00022653,C03205,P0198,2024-07-05,1,145640,6520.96,139119.04,service,concesionario,financiacion
T00022654,C01179,P0273,2024-07-05,1,27283,825.65,26457.35,service,telefono,transferencia
T00022655,C02974,P0286,2024-07-05,1,112941,6588.63,106352.37,service,concesionario,financiacion
T00022656,C01284,P0164,2024-07-05,3,145915,35736.97,402008.03,repuesto,online,tarjeta
T00022657,C01365,P0210,2024-07-05,4,148190,21189.13,571570.87,repuesto,telefono,tarjeta
T00022658,C03539,P0211,2024-07-05,1,145211,2747.02,142463.98,service,online,transferencia
T00022659,C02310,P0050,2024-07-05,1,44625,130.1,44494.9,service,online,tarjeta
T00022660,C04015,P0099,2024-07-05,1,27964,4431.8,23532.2,service,concesionario,financiacion
T00022661,C04308,P0240,2024-07-05,1,93516,12028.22,81487.78,service,online,tarjeta
T00022662,C01007,P0264,2024-07-05,1,155525,24321.97,131203.03,reparacion,concesionario,transferencia
T00022663,C03082,P0260,2024-07-05,2,59433,15853.47,103012.53,repuesto,telefono,transferencia
T00022664,C04081,P0152,2024-07-05,1,90095484,2385426.66,87710057.34,auto,telefono,transferencia
T00022665,C03069,P0081,2024-07-05,1,224845,12728.41,212116.59,reparacion,telefono,transferencia
T00022666,C00524,P0088,2024-07-05,1,79326,19679.06,59646.94,repuesto,telefono,transferencia
T00022667,C00134,P0012,2024-07-05,4,187875,125793.37,625706.63,repuesto,telefono,tarjeta
T00022668,C04611,P0199,2024-07-05,4,160064,147411.29,492844.71,repuesto,online,efectivo
T00022669,C04452,P0293,2024-07-05,4,198956,161430.02,634393.98,repuesto,online,efectivo
T00022670,C04465,P0143,2024-07-05,1,56904,510.44,56393.56,service,telefono,efectivo
T00022671,C02921,P0100,2024-07-05,1,101849,704.97,101144.03,service,telefono,tarjeta
T00022672,C00956,P0105,2024-07-05,5,130347,26226.18,625508.82,repuesto,concesionario,financiacion
T00022673,C04925,P0030,2024-07-05,1,50334,1096.71,49237.29,service,concesionario,financiacion
T00022674,C03769,P0188,2024-07-05,1,333758,11280.34,322477.66,reparacion,online,tarjeta
T00022675,C04888,P0005,2024-07-05,1,70966,15972.07,54993.93,service,online,financiacion
T00022676,C00248,P0221,2024-07-05,1,89047,16758.02,72288.98,service,online,efectivo
T00022677,C02609,P0184,2024-07-05,1,135874,6742.43,129131.57,service,online,transferencia
T00022678,C00252,P0232,2024-07-05,2,100924,6060.16,195787.84,repuesto,concesionario,financiacion
T00022679,C01482,P0183,2024-07-05,1,85040,19766.8,65273.2,reparacion,concesionario,efectivo
T00022680,C00090,P0095,2024-07-05,3,120772,58705.36,303610.64,repuesto,online,transferencia
T00022681,C04677,P0092,2024-07-05,1,71912,1259.1,70652.9,service,concesionario,transferencia
T00022682,C00891,P0029,2024-07-06,1,343653,66271.37,277381.63,reparacion,telefono,tarjeta
T00022683,C04250,P0102,2024-07-06,1,139912,2225.75,137686.25,service,telefono,efectivo
T00022684,C03407,P0178,2024-07-06,1,33175,1486.2,31688.8,service,concesionario,transferencia
T00022685,C04139,P0290,2024-07-06,4,75536,70549.12,231594.88,repuesto,concesionario,financiacion
T00022686,C04124,P0265,2024-07-06,1,20186,3440.4,16745.6,service,online,transferencia
T00022687,C04665,P0161,2024-07-06,1,52150912,9651242.68,42499669.32,auto,concesionario,tarjeta
T00022688,C00587,P0153,2024-07-06,3,113425,16456.06,323818.94,repuesto,online,financiacion
T00022689,C03635,P0145,2024-07-06,1,80978,17378.97,63599.03,reparacion,concesionario,financiacion
T00022690,C02871,P0256,2024-07-06,1,289007,64171.71,224835.29,reparacion,telefono,tarjeta
T00022691,C02500,P0203,2024-07-06,1,125092,18067.08,107024.92,service,online,efectivo
T00022692,C03881,P0067,2024-07-06,1,25672,1521.38,24150.62,service,online,transferencia
T00022693,C02695,P0154,2024-07-06,1,259389,22112.11,237276.89,reparacion,concesionario,tarjeta
T00022694,C03497,P0050,2024-07-06,1,104760,20299.93,84460.07,service,online,tarjeta
T00022695,C02898,P0071,2024-07-06,5,45377,36842.77,190042.23,repuesto,concesionario,tarjeta
T00022696,C03438,P0192,2024-07-06,1,50703,10149.59,40553.41,service,online,financiacion
T00022697,C00560,P0209,2024-07-06,3,119736,25572.72,333635.28,repuesto,online,financiacion
T00022698,C00540,P0297,2024-07-06,1,105327,16690.14,88636.86,service,online,financiacion
T00022699,C01368,P0226,2024-07-06,1,477200,109909.02,367290.98,reparacion,concesionario,tarjeta
T00022700,C02149,P0295,2024-07-06,1,90437,1645.73,88791.27,service,concesionario,efectivo
T00022701,C03719,P0293,2024-07-06,1,142654,11998.03,130655.97,service,online,tarjeta
T00022702,C02677,P0213,2024-07-06,2,161093,25544.6,296641.4,repuesto,concesionario,financiacion
T00022703,C00557,P0289,2024-07-06,1,47863,9451.66,38411.34,repuesto,telefono,financiacion
T00022704,C04634,P0071,2024-07-06,1,37146,4162.65,32983.35,service,concesionario,tarjeta
T00022705,C03053,P0154,2024-07-06,1,135345,12534.92,122810.08,service,concesionario,efectivo
T00022706,C02516,P0079,2024-07-06,1,36180,1789.34,34390.66,service,online,tarjeta
T00022707,C00891,P0149,2024-07-06,1,22982,2636.25,20345.75,service,concesionario,financiacion
T00022708,C02803,P0263,2024-07-07,1,178492,37598.81,140893.19,reparacion,online,transferencia
T00022709,C02910,P0212,2024-07-07,1,140129,26055.61,114073.39,service,telefono,financiacion
T00022710,C01264,P0300,2024-07-07,3,172181,20171.72,496371.28,repuesto,telefono,financiacion
T00022711,C04114,P0033,2024-07-07,1,25289,5036.95,20252.05,service,online,efectivo
T00022712,C00797,P0176,2024-07-07,1,160950,36038.8,124911.2,repuesto,telefono,transferencia
T00022713,C01115,P0209,2024-07-07,3,199702,42077.23,557028.77,repuesto,online,financiacion
T00022714,C02768,P0197,2024-07-07,1,114747,26134.82,88612.18,service,telefono,efectivo
T00022715,C03134,P0052,2024-07-07,1,65459,1778.85,63680.15,service,concesionario,financiacion
T00022716,C02900,P0021,2024-07-07,1,111652,19620.42,92031.58,reparacion,telefono,financiacion
T00022717,C04509,P0107,2024-07-07,1,110091,6113.3,103977.7,repuesto,telefono,financiacion
T00022718,C02495,P0104,2024-07-07,1,223866,34290.03,189575.97,reparacion,concesionario,efectivo
T00022719,C03065,P0162,2024-07-07,1,55924,2455.7,53468.3,repuesto,concesionario,transferencia
T00022720,C04516,P0224,2024-07-07,1,497592,20154.06,477437.94,reparacion,telefono,financiacion
T00022721,C00326,P0101,2024-07-07,1,124257,9725.78,114531.22,repuesto,telefono,financiacion
T00022722,C01418,P0019,2024-07-07,4,19749,18083.07,60912.93,repuesto,concesionario,tarjeta
T00022723,C01539,P0185,2024-07-07,3,181870,70904.91,474705.09,repuesto,concesionario,financiacion
T00022724,C00097,P0136,2024-07-07,1,30897,2824.2,28072.8,service,telefono,financiacion
T00022725,C03365,P0080,2024-07-07,1,56164,7978.05,48185.95,repuesto,telefono,transferencia
T00022726,C03978,P0157,2024-07-07,1,145615,32805.98,112809.02,service,telefono,efectivo
T00022727,C02216,P0297,2024-07-07,1,84772,2746.73,82025.27,service,online,transferencia
T00022728,C00040,P0170,2024-07-07,1,11917,204.12,11712.88,repuesto,online,tarjeta
T00022729,C03148,P0151,2024-07-07,1,42582,4707.36,37874.64,service,concesionario,financiacion
T00022730,C01139,P0043,2024-07-07,2,109013,43636.63,174389.37,repuesto,online,transferencia
T00022731,C00425,P0300,2024-07-07,1,88086,16049.58,72036.42,service,online,tarjeta
T00022732,C00697,P0156,2024-07-07,2,106068,51282.55,160853.45,repuesto,telefono,tarjeta
T00022733,C01364,P0147,2024-07-07,1,68543443,5461455.21,63081987.79,auto,online,tarjeta
T00022734,C04677,P0300,2024-07-07,1,149369,31655.44,117713.56,service,telefono,financiacion
T00022735,C04241,P0174,2024-07-07,1,58061,14323.67,43737.33,reparacion,telefono,efectivo
T00022736,C01603,P0290,2024-07-07,1,108995,1198.88,107796.12,service,online,efectivo
T00022737,C03829,P0142,2024-07-07,1,100529,3726.28,96802.72,service,online,efectivo
T00022738,C00522,P0201,2024-07-08,1,403249,69601.15,333647.85,reparacion,online,transferencia
T00022739,C01625,P0090,2024-07-08,1,420950,92689.18,328260.82,reparacion,telefono,efectivo
T00022740,C02672,P0298,2024-07-08,1,114393,21894.38,92498.62,service,concesionario,tarjeta
T00022741,C03341,P0028,2024-07-08,1,8068,1053.69,7014.31,repuesto,telefono,transferencia
T00022742,C04422,P0219,2024-07-08,1,126648,7717.01,118930.99,service,telefono,efectivo
T00022743,C04625,P0261,2024-07-08,1,133910,33069.9,100840.1,service,concesionario,transferencia
T00022744,C03804,P0072,2024-07-08,1,38245,7132.51,31112.49,service,online,efectivo
T00022745,C02853,P0219,2024-07-08,1,132455,19653.62,112801.38,service,online,efectivo
T00022746,C01851,P0143,2024-07-08,1,55741,7490.88,48250.12,service,online,efectivo
T00022747,C04698,P0209,2024-07-08,1,8470,1208.09,7261.91,repuesto,concesionario,efectivo
T00022748,C04127,P0033,2024-07-08,1,471839,15415.43,456423.57,reparacion,online,transferencia
T00022749,C03885,P0197,2024-07-08,1,200671,21650.84,179020.16,reparacion,telefono,transferencia
T00022750,C03798,P0243,2024-07-08,1,58457,8905.63,49551.37,reparacion,online,financiacion
T00022751,C02282,P0265,2024-07-08,1,20237,2581.92,17655.08,service,online,financiacion
T00022752,C01736,P0222,2024-07-08,1,483531,20860.26,462670.74,reparacion,concesionario,financiacion
T00022753,C02374,P0025,2024-07-08,1,121373,21824.33,99548.67,service,telefono,tarjeta
T00022754,C01907,P0254,2024-07-08,5,53043,46030.91,219184.09,repuesto,telefono,transferencia
T00022755,C02659,P0289,2024-07-08,1,165605,11844.25,153760.75,reparacion,online,tarjeta
T00022756,C04737,P0188,2024-07-08,1,85940,15283.75,70656.25,service,concesionario,transferencia
T00022757,C04011,P0043,2024-07-08,1,79308,18012.22,61295.78,service,telefono,efectivo
T00022758,C04903,P0165,2024-07-08,1,106876,14900.87,91975.13,service,online,efectivo
T00022759,C00157,P0237,2024-07-09,1,130103,6318.83,123784.17,service,online,transferencia
T00022760,C03604,P0167,2024-07-09,4,162432,122796.27,526931.73,repuesto,telefono,tarjeta
T00022761,C00471,P0005,2024-07-09,3,142892,19227.02,409448.98,repuesto,telefono,financiacion
T00022762,C00556,P0299,2024-07-09,1,108874,7239.43,101634.57,service,concesionario,financiacion
T00022763,C04126,P0235,2024-07-09,1,463550,12634.55,450915.45,reparacion,telefono,efectivo
T00022764,C03123,P0091,2024-07-09,1,92421,5716.1,86704.9,service,telefono,efectivo
T00022765,C00168,P0137,2024-07-09,1,73403,17922.94,55480.06,service,online,financiacion
T00022766,C02375,P0189,2024-07-09,1,24916,6021.37,18894.63,service,telefono,tarjeta
T00022767,C02818,P0056,2024-07-09,1,20455,5063.56,15391.44,service,concesionario,tarjeta
T00022768,C02468,P0219,2024-07-09,1,115428,6987.82,108440.18,reparacion,online,tarjeta
T00022769,C03908,P0294,2024-07-09,5,110118,22083.49,528506.51,repuesto,telefono,financiacion
T00022770,C00442,P0082,2024-07-09,4,6739,1731.29,25224.71,repuesto,concesionario,transferencia
T00022771,C02758,P0170,2024-07-09,1,136107,7865.39,128241.61,service,concesionario,efectivo
T00022772,C04771,P0209,2024-07-09,3,33000,11907.89,87092.11,repuesto,online,efectivo
T00022773,C00844,P0030,2024-07-09,1,87930,1500.16,86429.84,service,online,tarjeta
T00022774,C04939,P0232,2024-07-09,1,129693,2812.74,126880.26,service,telefono,efectivo
T00022775,C02669,P0042,2024-07-09,3,69746,29729.04,179508.96,repuesto,telefono,tarjeta
T00022776,C01389,P0088,2024-07-09,1,60518,11693.03,48824.97,service,online,efectivo
T00022777,C04666,P0065,2024-07-09,4,195924,107733.37,675962.63,repuesto,concesionario,transferencia
T00022778,C01036,P0065,2024-07-09,1,269576,53574.38,216001.62,reparacion,concesionario,efectivo
T00022779,C01069,P0157,2024-07-09,1,92654,7017.76,85636.24,service,concesionario,transferencia
T00022780,C03027,P0053,2024-07-09,4,30585,24997.85,97342.15,repuesto,telefono,financiacion
T00022781,C03862,P0056,2024-07-09,4,193600,9855.05,764544.95,repuesto,telefono,efectivo
T00022782,C01389,P0276,2024-07-09,1,20021,1977.04,18043.96,service,telefono,transferencia
T00022783,C00381,P0236,2024-07-09,1,141111,551.7,140559.3,service,online,tarjeta
T00022784,C03867,P0086,2024-07-09,1,89173,18612.38,70560.62,service,concesionario,transferencia
T00022785,C04821,P0057,2024-07-09,1,121214,4738.11,116475.89,service,concesionario,efectivo
T00022786,C04878,P0114,2024-07-09,1,94566,7007.57,87558.43,service,online,efectivo
T00022787,C01224,P0012,2024-07-09,4,53727,23473.27,191434.73,repuesto,online,efectivo
T00022788,C01468,P0222,2024-07-10,5,53315,59780.96,206794.04,repuesto,concesionario,tarjeta
T00022789,C01239,P0284,2024-07-10,1,166202,10159.39,156042.61,repuesto,telefono,tarjeta
T00022790,C02496,P0245,2024-07-10,2,59129,5855.38,112402.62,repuesto,online,efectivo
T00022791,C01377,P0105,2024-07-10,4,87256,18491.21,330532.79,repuesto,online,tarjeta
T00022792,C00016,P0051,2024-07-10,5,152945,21401.99,743323.01,repuesto,telefono,efectivo
T00022793,C02298,P0027,2024-07-10,3,108114,66235.97,258106.03,repuesto,telefono,transferencia
T00022794,C00122,P0130,2024-07-10,4,16229,6196.12,58719.88,repuesto,concesionario,tarjeta
T00022795,C00610,P0120,2024-07-10,5,152572,66486.69,696373.31,repuesto,telefono,financiacion
T00022796,C04090,P0174,2024-07-10,5,143902,71165.19,648344.81,repuesto,telefono,tarjeta
T00022797,C00504,P0132,2024-07-10,2,82745,22304.23,143185.77,repuesto,concesionario,efectivo
T00022798,C04893,P0297,2024-07-10,5,122602,46890.66,566119.34,repuesto,online,financiacion
T00022799,C02559,P0160,2024-07-10,1,73928504,8736284.31,65192219.69,auto,telefono,financiacion
T00022800,C02573,P0021,2024-07-10,1,22374,1462.25,20911.75,service,concesionario,transferencia
T00022801,C04879,P0235,2024-07-10,1,455849,25217.46,430631.54,reparacion,telefono,efectivo
T00022802,C02210,P0165,2024-07-10,1,397917,54466.93,343450.07,reparacion,online,efectivo
T00022803,C02850,P0006,2024-07-10,1,81539,373.01,81165.99,service,concesionario,financiacion
T00022804,C02081,P0115,2024-07-10,2,67440,25223.42,109656.58,repuesto,concesionario,transferencia
T00022805,C02550,P0080,2024-07-10,1,200987,44108.91,156878.09,reparacion,telefono,transferencia
T00022806,C03584,P0105,2024-07-10,1,91428,3995.63,87432.37,service,online,efectivo
T00022807,C02038,P0236,2024-07-10,1,308014,8573.24,299440.76,reparacion,concesionario,transferencia
T00022808,C00815,P0253,2024-07-10,1,56407,9101.91,47305.09,reparacion,concesionario,tarjeta
T00022809,C01999,P0061,2024-07-10,2,25069,10589.52,39548.48,repuesto,telefono,efectivo
T00022810,C04810,P0217,2024-07-10,1,50706,5957.15,44748.85,service,telefono,tarjeta
T00022811,C01415,P0060,2024-07-10,1,135922,30009.77,105912.23,service,online,efectivo
T00022812,C01225,P0050,2024-07-10,1,90457517,6668756.34,83788760.66,auto,concesionario,tarjeta
T00022813,C04188,P0128,2024-07-10,1,185893,26981.43,158911.57,reparacion,online,transferencia
T00022814,C04539,P0180,2024-07-10,1,38703,3009.23,35693.77,service,online,transferencia
T00022815,C01116,P0167,2024-07-10,2,9021,156.41,17885.59,repuesto,concesionario,transferencia
T00022816,C04325,P0037,2024-07-10,1,48498,6256.05,42241.95,service,online,efectivo
T00022817,C00855,P0173,2024-07-10,1,129829,6469.78,123359.22,reparacion,telefono,financiacion
T00022818,C00837,P0132,2024-07-10,1,75992,11255.41,64736.59,reparacion,telefono,tarjeta
T00022819,C01793,P0179,2024-07-10,1,330828,55388.43,275439.57,reparacion,online,efectivo
T00022820,C01408,P0127,2024-07-11,1,141910,27789.22,114120.78,reparacion,online,financiacion
T00022821,C01054,P0186,2024-07-11,1,45443,820.33,44622.67,service,online,tarjeta
T00022822,C04734,P0255,2024-07-11,1,80041196,3131048.33,76910147.67,auto,concesionario,financiacion
T00022823,C00191,P0160,2024-07-11,1,71280,4685.42,66594.58,repuesto,online,transferencia
T00022824,C01220,P0070,2024-07-11,1,74607,12412.96,62194.04,service,concesionario,tarjeta
T00022825,C02328,P0261,2024-07-11,1,233493,35436.44,198056.56,reparacion,concesionario,tarjeta
T00022826,C00218,P0199,2024-07-11,1,106601,3442.11,103158.89,reparacion,concesionario,financiacion
T00022827,C04912,P0211,2024-07-11,1,68726727,13873266.4,54853460.6,auto,telefono,financiacion
T00022828,C03118,P0023,2024-07-11,1,18402,4323.25,14078.75,repuesto,online,tarjeta
T00022829,C03253,P0055,2024-07-11,1,84582,13687.7,70894.3,service,online,tarjeta
T00022830,C01184,P0273,2024-07-11,3,136109,61516.72,346810.28,repuesto,online,financiacion
T00022831,C03506,P0067,2024-07-11,3,19707,12964.93,46156.07,repuesto,telefono,efectivo
T00022832,C03754,P0299,2024-07-11,1,411221,23223.99,387997.01,reparacion,telefono,tarjeta
T00022833,C02287,P0211,2024-07-11,1,75175,7955.71,67219.29,service,telefono,transferencia
T00022834,C03470,P0122,2024-07-11,1,88351,18503.56,69847.44,reparacion,online,tarjeta
T00022835,C03886,P0145,2024-07-11,1,294632,17467.6,277164.4,reparacion,concesionario,efectivo
T00022836,C04756,P0236,2024-07-11,1,306126,14187.61,291938.39,reparacion,online,financiacion
T00022837,C03784,P0026,2024-07-11,1,60801,511.02,60289.98,service,telefono,financiacion
T00022838,C00807,P0048,2024-07-11,2,20913,1929.85,39896.15,repuesto,concesionario,transferencia
T00022839,C04813,P0023,2024-07-11,5,149079,60517.28,684877.72,repuesto,online,tarjeta
T00022840,C01561,P0107,2024-07-11,1,140013,4587.07,135425.93,service,concesionario,tarjeta
T00022841,C01118,P0299,2024-07-11,1,269020,32244.78,236775.22,reparacion,concesionario,financiacion
T00022842,C04813,P0285,2024-07-11,5,160600,170871.65,632128.35,repuesto,concesionario,financiacion
T00022843,C04110,P0227,2024-07-11,1,164271,35681.6,128589.4,repuesto,concesionario,efectivo
T00022844,C04483,P0164,2024-07-11,1,170903,39744.32,131158.68,reparacion,concesionario,financiacion
T00022845,C00392,P0265,2024-07-11,1,95381,17682.07,77698.93,service,telefono,financiacion
T00022846,C04698,P0058,2024-07-11,1,33028899,6275420.2,26753478.8,auto,telefono,transferencia
T00022847,C03391,P0197,2024-07-11,1,451424,106433.78,344990.22,reparacion,online,efectivo
T00022848,C02545,P0092,2024-07-12,1,33125,4750.49,28374.51,repuesto,online,financiacion
T00022849,C04832,P0021,2024-07-12,1,119739,16905.06,102833.94,service,telefono,efectivo
T00022850,C00216,P0178,2024-07-12,1,139752,9906.32,129845.68,service,online,tarjeta
T00022851,C03957,P0268,2024-07-12,1,64949,7686.09,57262.91,service,concesionario,transferencia
T00022852,C01941,P0085,2024-07-12,1,63898,316.37,63581.63,service,online,transferencia
T00022853,C03249,P0088,2024-07-12,1,240121,39878.53,200242.47,reparacion,online,efectivo
T00022854,C04568,P0162,2024-07-12,1,110328,27572.39,82755.61,service,concesionario,efectivo
T00022855,C01266,P0033,2024-07-12,2,127437,12129.04,242744.96,repuesto,telefono,transferencia
T00022856,C04753,P0131,2024-07-12,1,104758,15513.39,89244.61,service,concesionario,tarjeta
T00022857,C01044,P0150,2024-07-12,3,145871,63998.22,373614.78,repuesto,concesionario,transferencia
T00022858,C04000,P0141,2024-07-12,2,75772,19701.5,131842.5,repuesto,concesionario,tarjeta
T00022859,C03374,P0103,2024-07-12,1,95033428,17216402.38,77817025.62,auto,concesionario,transferencia
T00022860,C03364,P0091,2024-07-12,1,79465,5133.92,74331.08,service,concesionario,transferencia
T00022861,C04897,P0160,2024-07-12,1,119847,24366.69,95480.31,repuesto,concesionario,efectivo
T00022862,C03436,P0056,2024-07-12,1,33887,2785.96,31101.04,service,concesionario,financiacion
T00022863,C04431,P0030,2024-07-12,1,38109,3210.49,34898.51,service,concesionario,transferencia
T00022864,C00203,P0214,2024-07-12,1,140411,13044.58,127366.42,service,online,transferencia
T00022865,C04201,P0292,2024-07-12,1,82698,16609.8,66088.2,reparacion,telefono,transferencia
T00022866,C02969,P0220,2024-07-12,1,36445,8576.23,27868.77,repuesto,online,tarjeta
T00022867,C01840,P0032,2024-07-12,1,271136,63350.62,207785.38,reparacion,telefono,transferencia
T00022868,C04959,P0228,2024-07-12,1,308149,75770.2,232378.8,reparacion,concesionario,tarjeta
T00022869,C01137,P0055,2024-07-12,1,259291,12020.66,247270.34,reparacion,telefono,financiacion
T00022870,C04591,P0087,2024-07-12,1,137127,17340.8,119786.2,service,concesionario,financiacion
T00022871,C02519,P0256,2024-07-12,1,86110,14596.67,71513.33,service,online,tarjeta
T00022872,C04824,P0208,2024-07-12,1,114614,5812.98,108801.02,reparacion,online,transferencia
T00022873,C00251,P0017,2024-07-12,4,124045,12371.39,483808.61,repuesto,concesionario,efectivo
T00022874,C02225,P0034,2024-07-13,1,126252,9490.99,116761.01,service,online,efectivo
T00022875,C00970,P0094,2024-07-13,1,111874,21274.2,90599.8,service,telefono,financiacion
